infocard-lg-img href,img-fixed src,infocard-lg-data,ent-name,infocard-lg-data 2,itype,itype href,itype 2,itype href 2,infocard,infocard-lg-img href 2,img-fixed src 2,infocard-lg-data 3,ent-name 2,infocard-lg-data 4,itype 3,itype href 3,itype 4,itype href 4,infocard 2,infocard-lg-img href 3,img-fixed src 3,infocard-lg-data 5,ent-name 3,itype 5,itype href 5,itype 6,itype href 6,itype 7,itype href 7,itype 8,itype href 8,itype 9,itype href 9,infocard 3,infocard href
https://pokemondb.net/pokedex/koffing,https://img.pokemondb.net/sprites/bank/normal/koffing.png,#109,Koffing,#110,,,Poison,https://pokemondb.net/type/poison,(Level 35),https://pokemondb.net/pokedex/weezing,https://img.pokemondb.net/sprites/bank/normal/weezing.png,,Weezing,,,,Poison,https://pokemondb.net/type/poison,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/koffing,https://img.pokemondb.net/sprites/bank/normal/koffing.png,#109,Koffing,#110,,,Poison,https://pokemondb.net/type/poison,"(Level 35, in Galar)",https://pokemondb.net/pokedex/weezing,https://img.pokemondb.net/sprites/sword-shield/normal/weezing-galarian.png,Galarian Weezing,Weezing,·,,,Poison,https://pokemondb.net/type/poison,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/rhyhorn,https://img.pokemondb.net/sprites/bank/normal/rhyhorn.png,#111,Rhyhorn,·,Ground,https://pokemondb.net/type/ground,,,(Level 42),https://pokemondb.net/pokedex/rhydon,https://img.pokemondb.net/sprites/bank/normal/rhydon.png,#112,Rhydon,·,,,Ground,https://pokemondb.net/type/ground,(trade holding ),https://pokemondb.net/pokedex/rhyperior,https://img.pokemondb.net/sprites/bank/normal/rhyperior.png,#464,Rhyperior,Rock,https://pokemondb.net/type/rock,,,,,,,,,Protector,https://pokemondb.net/item/protector
https://pokemondb.net/pokedex/happiny,https://img.pokemondb.net/sprites/bank/normal/happiny.png,#440,Happiny,#113,Normal,https://pokemondb.net/type/normal,Normal,https://pokemondb.net/type/normal,"(hold , Daytime)",https://pokemondb.net/pokedex/chansey,https://img.pokemondb.net/sprites/bank/normal/chansey.png,#242,Chansey,,,,Normal,https://pokemondb.net/type/normal,(high ),https://pokemondb.net/pokedex/blissey,https://img.pokemondb.net/sprites/bank/normal/blissey.png,,Blissey,,,,,,,,,,,Oval Stone,https://pokemondb.net/item/oval-stone
https://pokemondb.net/pokedex/tangela,https://img.pokemondb.net/sprites/bank/normal/tangela.png,#114,Tangela,#465,Grass,https://pokemondb.net/type/grass,,,(after  learned),https://pokemondb.net/pokedex/tangrowth,https://img.pokemondb.net/sprites/bank/normal/tangrowth.png,,Tangrowth,,Grass,https://pokemondb.net/type/grass,,,,,,,,,,,,,,,,,,Ancient Power,https://pokemondb.net/move/ancient-power
https://pokemondb.net/pokedex/horsea,https://img.pokemondb.net/sprites/bank/normal/horsea.png,#116,Horsea,#117,,,Water,https://pokemondb.net/type/water,(Level 32),https://pokemondb.net/pokedex/seadra,https://img.pokemondb.net/sprites/bank/normal/seadra.png,#230,Seadra,·,,,,,(trade holding ),https://pokemondb.net/pokedex/kingdra,https://img.pokemondb.net/sprites/bank/normal/kingdra.png,,Kingdra,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,Dragon Scale,https://pokemondb.net/item/dragon-scale
https://pokemondb.net/pokedex/goldeen,https://img.pokemondb.net/sprites/bank/normal/goldeen.png,#118,Goldeen,#119,,,,,(Level 33),https://pokemondb.net/pokedex/seaking,https://img.pokemondb.net/sprites/bank/normal/seaking.png,,Seaking,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/staryu,https://img.pokemondb.net/sprites/bank/normal/staryu.png,#120,Staryu,#121,,,,,(use ),https://pokemondb.net/pokedex/starmie,https://img.pokemondb.net/sprites/bank/normal/starmie.png,·,Starmie,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,Water Stone,https://pokemondb.net/item/water-stone
https://pokemondb.net/pokedex/mime-jr,https://img.pokemondb.net/sprites/bank/normal/mime-jr.png,#439,Mime Jr.,·,Psychic,https://pokemondb.net/type/psychic,,,(after  learned),https://pokemondb.net/pokedex/mr-mime,https://img.pokemondb.net/sprites/bank/normal/mr-mime.png,#122,Mr. Mime,·,,,,,,,,,,,,,,,,,,,,Mimic,https://pokemondb.net/move/mimic
https://pokemondb.net/pokedex/mr-mime,https://img.pokemondb.net/sprites/sword-shield/normal/mr-rime.png,#122,Mr. Mime,Galarian Mr. Mime,Psychic,https://pokemondb.net/type/psychic,,,(Level 42),https://pokemondb.net/pokedex/mr-rime,https://img.pokemondb.net/sprites/sword-shield/normal/mr-mime-galarian.png,·,Mr. Rime,#866,,,,,,,,·,,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,,,,
https://pokemondb.net/pokedex/scyther,https://img.pokemondb.net/sprites/bank/normal/scyther.png,#123,Scyther,·,,,,,(trade holding ),https://pokemondb.net/pokedex/scizor,https://img.pokemondb.net/sprites/bank/normal/scizor.png,#212,Scizor,·,,,,,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,Bug,https://pokemondb.net/type/bug,Metal Coat,https://pokemondb.net/item/metal-coat
https://pokemondb.net/pokedex/smoochum,https://img.pokemondb.net/sprites/bank/normal/smoochum.png,#238,Smoochum,·,Psychic,https://pokemondb.net/type/psychic,,,(Level 30),https://pokemondb.net/pokedex/jynx,https://img.pokemondb.net/sprites/bank/normal/jynx.png,#124,Jynx,·,,,,,,,,,,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,,,,
https://pokemondb.net/pokedex/elekid,https://img.pokemondb.net/sprites/bank/normal/elekid.png,#239,Elekid,#125,Electric,https://pokemondb.net/type/electric,,,(Level 30),https://pokemondb.net/pokedex/electabuzz,https://img.pokemondb.net/sprites/bank/normal/electabuzz.png,#466,Electabuzz,,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,(trade holding ),https://pokemondb.net/pokedex/electivire,https://img.pokemondb.net/sprites/bank/normal/electivire.png,,Electivire,,,,,,,,,,,Electirizer,https://pokemondb.net/item/electirizer
https://pokemondb.net/pokedex/magby,https://img.pokemondb.net/sprites/bank/normal/magby.png,#240,Magby,#126,Fire,https://pokemondb.net/type/fire,Fire,https://pokemondb.net/type/fire,(Level 30),https://pokemondb.net/pokedex/magmar,https://img.pokemondb.net/sprites/bank/normal/magmar.png,#467,Magmar,,Fire,https://pokemondb.net/type/fire,,,(trade holding ),https://pokemondb.net/pokedex/magmortar,https://img.pokemondb.net/sprites/bank/normal/magmortar.png,,Magmortar,,,,,,,,,,,Magmarizer,https://pokemondb.net/item/magmarizer
https://pokemondb.net/pokedex/magikarp,https://img.pokemondb.net/sprites/bank/normal/magikarp.png,#129,Magikarp,#130,,,,,(Level 20),https://pokemondb.net/pokedex/gyarados,https://img.pokemondb.net/sprites/bank/normal/gyarados.png,·,Gyarados,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,Flying,https://pokemondb.net/type/flying,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/eevee,https://img.pokemondb.net/sprites/bank/normal/eevee.png,#133,Eevee,,Water,https://pokemondb.net/type/water,Normal,https://pokemondb.net/type/normal,Fire Stone,https://pokemondb.net/pokedex/flareon,https://img.pokemondb.net/sprites/bank/normal/flareon.png,,Flareon,,Fire,https://pokemondb.net/type/fire,Electric,https://pokemondb.net/type/electric,(use ),https://pokemondb.net/pokedex/vaporeon,https://img.pokemondb.net/sprites/bank/normal/vaporeon.png,#134,Vaporeon,,,,,,,,,,,,https://pokemondb.net/item/fire-stone
https://pokemondb.net/pokedex/eevee,https://img.pokemondb.net/sprites/bank/normal/eevee.png,#133,Eevee,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,Dark,https://pokemondb.net/type/dark,"(high , Daytime)",https://pokemondb.net/pokedex/espeon,https://img.pokemondb.net/sprites/bank/normal/espeon.png,#196,Espeon,Psychic,https://pokemondb.net/type/psychic,,,,,,,,,,
https://pokemondb.net/pokedex/eevee,,#133,Eevee,,Ice,https://pokemondb.net/type/ice,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,(level up near a ),https://pokemondb.net/pokedex/leafeon,,#470,Leafeon,,,Grass,https://pokemondb.net/type/grass,,,,,,,,
https://pokemondb.net/pokedex/eevee,,#133,Eevee,#700,,,Normal,https://pokemondb.net/type/normal,"(♥♥ Affection in Pokémon Amie, knowing Fairy move)",https://pokemondb.net/pokedex/sylveon,,,Sylveon,,,,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/porygon,https://img.pokemondb.net/sprites/bank/normal/porygon.png,#137,Porygon,#233,Normal,https://pokemondb.net/type/normal,Normal,https://pokemondb.net/type/normal,(trade holding ),https://pokemondb.net/pokedex/porygon2,https://img.pokemondb.net/sprites/bank/normal/porygon2.png,#474,Porygon2,,,,Normal,https://pokemondb.net/type/normal,(trade holding ),https://pokemondb.net/pokedex/porygon-z,https://img.pokemondb.net/sprites/bank/normal/porygon-z.png,,Porygon-Z,,,,,,,,,,,Upgrade,https://pokemondb.net/item/upgrade
https://pokemondb.net/pokedex/omanyte,https://img.pokemondb.net/sprites/bank/normal/omanyte.png,#138,Omanyte,·,,,,,(Level 40),https://pokemondb.net/pokedex/omastar,https://img.pokemondb.net/sprites/bank/normal/omastar.png,#139,Omastar,·,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/kabuto,https://img.pokemondb.net/sprites/bank/normal/kabuto.png,#140,Kabuto,·,,,,,(Level 40),https://pokemondb.net/pokedex/kabutops,https://img.pokemondb.net/sprites/bank/normal/kabutops.png,#141,Kabutops,·,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/munchlax,https://img.pokemondb.net/sprites/bank/normal/munchlax.png,#446,Munchlax,#143,,,Normal,https://pokemondb.net/type/normal,(high ),https://pokemondb.net/pokedex/snorlax,https://img.pokemondb.net/sprites/bank/normal/snorlax.png,,Snorlax,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/dratini,https://img.pokemondb.net/sprites/bank/normal/dratini.png,#147,Dratini,#148,,,Dragon,https://pokemondb.net/type/dragon,(Level 30),https://pokemondb.net/pokedex/dragonair,https://img.pokemondb.net/sprites/bank/normal/dragonair.png,#149,Dragonair,·,Dragon,https://pokemondb.net/type/dragon,,,(Level 55),https://pokemondb.net/pokedex/dragonite,https://img.pokemondb.net/sprites/bank/normal/dragonite.png,,Dragonite,,,,,Flying,https://pokemondb.net/type/flying,,,,,,
https://pokemondb.net/pokedex/chikorita,https://img.pokemondb.net/sprites/bank/normal/chikorita.png,#152,Chikorita,#153,Grass,https://pokemondb.net/type/grass,,,(Level 16),https://pokemondb.net/pokedex/bayleef,https://img.pokemondb.net/sprites/bank/normal/bayleef.png,#154,Bayleef,,Grass,https://pokemondb.net/type/grass,,,(Level 32),https://pokemondb.net/pokedex/meganium,https://img.pokemondb.net/sprites/bank/normal/meganium.png,,Meganium,Grass,https://pokemondb.net/type/grass,,,,,,,,,,
https://pokemondb.net/pokedex/cyndaquil,https://img.pokemondb.net/sprites/bank/normal/cyndaquil.png,#155,Cyndaquil,#156,Fire,https://pokemondb.net/type/fire,Fire,https://pokemondb.net/type/fire,(Level 14),https://pokemondb.net/pokedex/quilava,https://img.pokemondb.net/sprites/bank/normal/quilava.png,#157,Quilava,,Fire,https://pokemondb.net/type/fire,,,(Level 36),https://pokemondb.net/pokedex/typhlosion,https://img.pokemondb.net/sprites/bank/normal/typhlosion.png,,Typhlosion,,,,,,,,,,,,
https://pokemondb.net/pokedex/totodile,https://img.pokemondb.net/sprites/bank/normal/totodile.png,#158,Totodile,#159,,,Water,https://pokemondb.net/type/water,(Level 18),https://pokemondb.net/pokedex/croconaw,https://img.pokemondb.net/sprites/bank/normal/croconaw.png,#160,Croconaw,,,,,,(Level 30),https://pokemondb.net/pokedex/feraligatr,https://img.pokemondb.net/sprites/bank/normal/feraligatr.png,,Feraligatr,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/sentret,https://img.pokemondb.net/sprites/bank/normal/sentret.png,#161,Sentret,#162,,,Normal,https://pokemondb.net/type/normal,(Level 15),https://pokemondb.net/pokedex/furret,https://img.pokemondb.net/sprites/bank/normal/furret.png,,Furret,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/hoothoot,https://img.pokemondb.net/sprites/bank/normal/hoothoot.png,#163,Hoothoot,·,,,Normal,https://pokemondb.net/type/normal,(Level 20),https://pokemondb.net/pokedex/noctowl,https://img.pokemondb.net/sprites/bank/normal/noctowl.png,#164,Noctowl,·,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,,,,
https://pokemondb.net/pokedex/ledyba,https://img.pokemondb.net/sprites/bank/normal/ledyba.png,#165,Ledyba,·,,,,,(Level 18),https://pokemondb.net/pokedex/ledian,https://img.pokemondb.net/sprites/bank/normal/ledian.png,#166,Ledian,·,,,,,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,Bug,https://pokemondb.net/type/bug,,
https://pokemondb.net/pokedex/spinarak,https://img.pokemondb.net/sprites/bank/normal/spinarak.png,#167,Spinarak,·,,,Poison,https://pokemondb.net/type/poison,(Level 22),https://pokemondb.net/pokedex/ariados,https://img.pokemondb.net/sprites/bank/normal/ariados.png,#168,Ariados,·,,,Poison,https://pokemondb.net/type/poison,,,,,,,,,,,,,,Bug,https://pokemondb.net/type/bug,,
https://pokemondb.net/pokedex/chinchou,https://img.pokemondb.net/sprites/bank/normal/chinchou.png,#170,Chinchou,·,Electric,https://pokemondb.net/type/electric,,,(Level 27),https://pokemondb.net/pokedex/lanturn,https://img.pokemondb.net/sprites/bank/normal/lanturn.png,#171,Lanturn,·,Electric,https://pokemondb.net/type/electric,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/togepi,https://img.pokemondb.net/sprites/bank/normal/togepi.png,#175,Togepi,#176,,,,,(high ),https://pokemondb.net/pokedex/togetic,https://img.pokemondb.net/sprites/bank/normal/togetic.png,·,Togetic,#468,Fairy,https://pokemondb.net/type/fairy,,,(use ),https://pokemondb.net/pokedex/togekiss,https://img.pokemondb.net/sprites/bank/normal/togekiss.png,·,Togekiss,,,,,Flying,https://pokemondb.net/type/flying,,,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/natu,https://img.pokemondb.net/sprites/bank/normal/natu.png,#177,Natu,·,Psychic,https://pokemondb.net/type/psychic,,,(Level 25),https://pokemondb.net/pokedex/xatu,https://img.pokemondb.net/sprites/bank/normal/xatu.png,#178,Xatu,·,,,,,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,,,,
https://pokemondb.net/pokedex/mareep,https://img.pokemondb.net/sprites/bank/normal/mareep.png,#179,Mareep,#180,Electric,https://pokemondb.net/type/electric,,,(Level 15),https://pokemondb.net/pokedex/flaaffy,https://img.pokemondb.net/sprites/bank/normal/flaaffy.png,#181,Flaaffy,,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,(Level 30),https://pokemondb.net/pokedex/ampharos,https://img.pokemondb.net/sprites/bank/normal/ampharos.png,,Ampharos,,,,,,,,,,,,
https://pokemondb.net/pokedex/azurill,https://img.pokemondb.net/sprites/bank/normal/azurill.png,#298,Azurill,·,,,Normal,https://pokemondb.net/type/normal,(high ),https://pokemondb.net/pokedex/marill,https://img.pokemondb.net/sprites/bank/normal/marill.png,#183,Marill,·,Fairy,https://pokemondb.net/type/fairy,,,(Level 18),https://pokemondb.net/pokedex/azumarill,https://img.pokemondb.net/sprites/bank/normal/azumarill.png,#184,Azumarill,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/bonsly,https://img.pokemondb.net/sprites/bank/normal/bonsly.png,#438,Bonsly,#185,,,,,(after  learned),https://pokemondb.net/pokedex/sudowoodo,https://img.pokemondb.net/sprites/bank/normal/sudowoodo.png,,Sudowoodo,,,,,,,,,,,,,,,,,,,,,Mimic,https://pokemondb.net/move/mimic
https://pokemondb.net/pokedex/hoppip,https://img.pokemondb.net/sprites/bank/normal/hoppip.png,#187,Hoppip,·,Grass,https://pokemondb.net/type/grass,,,(Level 18),https://pokemondb.net/pokedex/skiploom,https://img.pokemondb.net/sprites/bank/normal/skiploom.png,#188,Skiploom,·,Grass,https://pokemondb.net/type/grass,,,(Level 27),https://pokemondb.net/pokedex/jumpluff,https://img.pokemondb.net/sprites/bank/normal/jumpluff.png,#189,Jumpluff,Grass,https://pokemondb.net/type/grass,,,Flying,https://pokemondb.net/type/flying,Flying,https://pokemondb.net/type/flying,,,,
https://pokemondb.net/pokedex/aipom,https://img.pokemondb.net/sprites/bank/normal/aipom.png,#190,Aipom,#424,,,Normal,https://pokemondb.net/type/normal,(after  learned),https://pokemondb.net/pokedex/ambipom,https://img.pokemondb.net/sprites/bank/normal/ambipom.png,,Ambipom,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,Double Hit,https://pokemondb.net/move/double-hit
https://pokemondb.net/pokedex/sunkern,https://img.pokemondb.net/sprites/bank/normal/sunkern.png,#191,Sunkern,#192,Grass,https://pokemondb.net/type/grass,,,(use ),https://pokemondb.net/pokedex/sunflora,https://img.pokemondb.net/sprites/bank/normal/sunflora.png,,Sunflora,,Grass,https://pokemondb.net/type/grass,,,,,,,,,,,,,,,,,,Sun Stone,https://pokemondb.net/item/sun-stone
https://pokemondb.net/pokedex/yanma,https://img.pokemondb.net/sprites/bank/normal/yanma.png,#193,Yanma,·,,,,,(after  learned),https://pokemondb.net/pokedex/yanmega,https://img.pokemondb.net/sprites/bank/normal/yanmega.png,#469,Yanmega,·,,,,,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,Bug,https://pokemondb.net/type/bug,Ancient Power,https://pokemondb.net/move/ancient-power
https://pokemondb.net/pokedex/wooper,https://img.pokemondb.net/sprites/bank/normal/wooper.png,#194,Wooper,·,,,,,(Level 20),https://pokemondb.net/pokedex/quagsire,https://img.pokemondb.net/sprites/bank/normal/quagsire.png,#195,Quagsire,·,,,Ground,https://pokemondb.net/type/ground,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/murkrow,https://img.pokemondb.net/sprites/bank/normal/murkrow.png,#198,Murkrow,·,,,,,(use ),https://pokemondb.net/pokedex/honchkrow,https://img.pokemondb.net/sprites/bank/normal/honchkrow.png,#430,Honchkrow,·,,,,,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,Dark,https://pokemondb.net/type/dark,Dusk Stone,https://pokemondb.net/item/dusk-stone
https://pokemondb.net/pokedex/misdreavus,https://img.pokemondb.net/sprites/bank/normal/misdreavus.png,#200,Misdreavus,#429,,,,,(use ),https://pokemondb.net/pokedex/mismagius,https://img.pokemondb.net/sprites/bank/normal/mismagius.png,,Mismagius,,,,,,,,,,,Ghost,https://pokemondb.net/type/ghost,,,,,,,Ghost,https://pokemondb.net/type/ghost,Dusk Stone,https://pokemondb.net/item/dusk-stone
https://pokemondb.net/pokedex/wynaut,https://img.pokemondb.net/sprites/bank/normal/wynaut.png,#360,Wynaut,#202,Psychic,https://pokemondb.net/type/psychic,,,(Level 15),https://pokemondb.net/pokedex/wobbuffet,https://img.pokemondb.net/sprites/bank/normal/wobbuffet.png,,Wobbuffet,,,,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/pineco,https://img.pokemondb.net/sprites/bank/normal/pineco.png,#204,Pineco,#205,,,,,(Level 31),https://pokemondb.net/pokedex/forretress,https://img.pokemondb.net/sprites/bank/normal/forretress.png,·,Forretress,,,,,,,,,,,,,,,,,,,Bug,https://pokemondb.net/type/bug,,
https://pokemondb.net/pokedex/gligar,https://img.pokemondb.net/sprites/bank/normal/gligar.png,#207,Gligar,·,,,,,"(hold , Nighttime)",https://pokemondb.net/pokedex/gliscor,https://img.pokemondb.net/sprites/bank/normal/gliscor.png,#472,Gliscor,·,,,Ground,https://pokemondb.net/type/ground,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,,,Razor Fang,https://pokemondb.net/item/razor-fang
https://pokemondb.net/pokedex/snubbull,https://img.pokemondb.net/sprites/bank/normal/snubbull.png,#209,Snubbull,#210,,,,,(Level 23),https://pokemondb.net/pokedex/granbull,https://img.pokemondb.net/sprites/bank/normal/granbull.png,,Granbull,,,,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/sneasel,https://img.pokemondb.net/sprites/bank/normal/sneasel.png,#215,Sneasel,·,,,,,"(hold , Nighttime)",https://pokemondb.net/pokedex/weavile,https://img.pokemondb.net/sprites/bank/normal/weavile.png,#461,Weavile,·,,,,,,,,,,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,Dark,https://pokemondb.net/type/dark,Razor Claw,https://pokemondb.net/item/razor-claw
https://pokemondb.net/pokedex/teddiursa,https://img.pokemondb.net/sprites/bank/normal/teddiursa.png,#216,Teddiursa,#217,,,Normal,https://pokemondb.net/type/normal,(Level 30),https://pokemondb.net/pokedex/ursaring,https://img.pokemondb.net/sprites/bank/normal/ursaring.png,,Ursaring,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/slugma,https://img.pokemondb.net/sprites/bank/normal/slugma.png,#218,Slugma,#219,Fire,https://pokemondb.net/type/fire,,,(Level 38),https://pokemondb.net/pokedex/magcargo,https://img.pokemondb.net/sprites/bank/normal/magcargo.png,·,Magcargo,,Fire,https://pokemondb.net/type/fire,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/swinub,,#220,Swinub,·,Ground,https://pokemondb.net/type/ground,,,(Level 33),https://pokemondb.net/pokedex/piloswine,,#221,Piloswine,·,Ice,https://pokemondb.net/type/ice,Ground,https://pokemondb.net/type/ground,(after  learned),https://pokemondb.net/pokedex/mamoswine,,#473,Mamoswine,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,,,Ancient Power,https://pokemondb.net/move/ancient-power
https://pokemondb.net/pokedex/remoraid,,#223,Remoraid,#224,,,,,(Level 25),https://pokemondb.net/pokedex/octillery,,,Octillery,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/mantyke,,#458,Mantyke,·,,,,,(with  in party),https://pokemondb.net/pokedex/mantine,,#226,Mantine,·,,,,,,,,,,,,Water,https://pokemondb.net/type/water,Flying,https://pokemondb.net/type/flying,Water,https://pokemondb.net/type/water,,,Remoraid,https://pokemondb.net/pokedex/remoraid
https://pokemondb.net/pokedex/houndour,,#228,Houndour,·,Fire,https://pokemondb.net/type/fire,,,(Level 24),https://pokemondb.net/pokedex/houndoom,,#229,Houndoom,·,Fire,https://pokemondb.net/type/fire,,,,,,,,,,,,,,,,Dark,https://pokemondb.net/type/dark,,
https://pokemondb.net/pokedex/phanpy,https://img.pokemondb.net/sprites/bank/normal/phanpy.png,#231,Phanpy,#232,,,,,(Level 25),https://pokemondb.net/pokedex/donphan,https://img.pokemondb.net/sprites/bank/normal/donphan.png,,Donphan,,,,Ground,https://pokemondb.net/type/ground,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/larvitar,https://img.pokemondb.net/sprites/bank/normal/larvitar.png,#246,Larvitar,·,,,,,(Level 30),https://pokemondb.net/pokedex/pupitar,https://img.pokemondb.net/sprites/bank/normal/pupitar.png,#247,Pupitar,·,,,Ground,https://pokemondb.net/type/ground,(Level 55),https://pokemondb.net/pokedex/tyranitar,https://img.pokemondb.net/sprites/bank/normal/tyranitar.png,#248,Tyranitar,Rock,https://pokemondb.net/type/rock,,,,,,,,,,
https://pokemondb.net/pokedex/treecko,https://img.pokemondb.net/sprites/bank/normal/treecko.png,#252,Treecko,#253,Grass,https://pokemondb.net/type/grass,,,(Level 16),https://pokemondb.net/pokedex/grovyle,https://img.pokemondb.net/sprites/bank/normal/grovyle.png,#254,Grovyle,,Grass,https://pokemondb.net/type/grass,,,(Level 36),https://pokemondb.net/pokedex/sceptile,https://img.pokemondb.net/sprites/bank/normal/sceptile.png,,Sceptile,Grass,https://pokemondb.net/type/grass,,,,,,,,,,
https://pokemondb.net/pokedex/torchic,https://img.pokemondb.net/sprites/bank/normal/torchic.png,#255,Torchic,#256,Fire,https://pokemondb.net/type/fire,Fire,https://pokemondb.net/type/fire,(Level 16),https://pokemondb.net/pokedex/combusken,https://img.pokemondb.net/sprites/bank/normal/combusken.png,·,Combusken,#257,Fire,https://pokemondb.net/type/fire,,,(Level 36),https://pokemondb.net/pokedex/blaziken,https://img.pokemondb.net/sprites/bank/normal/blaziken.png,·,Blaziken,,,Fighting,https://pokemondb.net/type/fighting,Fighting,https://pokemondb.net/type/fighting,,,,,,
https://pokemondb.net/pokedex/mudkip,https://img.pokemondb.net/sprites/bank/normal/mudkip.png,#258,Mudkip,#259,,,Water,https://pokemondb.net/type/water,(Level 16),https://pokemondb.net/pokedex/marshtomp,https://img.pokemondb.net/sprites/bank/normal/marshtomp.png,·,Marshtomp,#260,,,Ground,https://pokemondb.net/type/ground,(Level 36),https://pokemondb.net/pokedex/swampert,https://img.pokemondb.net/sprites/bank/normal/swampert.png,·,Swampert,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/poochyena,https://img.pokemondb.net/sprites/bank/normal/poochyena.png,#261,Poochyena,#262,,,,,(Level 18),https://pokemondb.net/pokedex/mightyena,https://img.pokemondb.net/sprites/bank/normal/mightyena.png,,Mightyena,,,,,,,,,,,,,,,,,,,Dark,https://pokemondb.net/type/dark,,
https://pokemondb.net/pokedex/zigzagoon,https://img.pokemondb.net/sprites/bank/normal/zigzagoon.png,#263,Zigzagoon,#264,,,Normal,https://pokemondb.net/type/normal,(Level 20),https://pokemondb.net/pokedex/linoone,https://img.pokemondb.net/sprites/bank/normal/linoone.png,,Linoone,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/zigzagoon,https://img.pokemondb.net/sprites/sword-shield/normal/linoone-galarian.png,#263,Zigzagoon,Galarian Zigzagoon,Normal,https://pokemondb.net/type/normal,Normal,https://pokemondb.net/type/normal,(Level 20),https://pokemondb.net/pokedex/linoone,https://img.pokemondb.net/sprites/sword-shield/normal/zigzagoon-galarian.png,·,Linoone,#264,,,Normal,https://pokemondb.net/type/normal,"(Level 35, Nighttime)",https://pokemondb.net/pokedex/obstagoon,https://img.pokemondb.net/sprites/sword-shield/normal/obstagoon.png,Galarian Linoone,Obstagoon,Dark,https://pokemondb.net/type/dark,,,,,,,Dark,https://pokemondb.net/type/dark,,
