PokemonName	PokedexLink	Description
Poliwhirl	https://pokemondb.net/pokedex/poliwhirl	Poliwhirl is a Water type Pokémon introduced in Generation 1. It is known as the Tadpole Pokémon.
Delphox	https://pokemondb.net/pokedex/delphox	Delphox is a Fire/Psychic type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Ninjask	https://pokemondb.net/pokedex/ninjask	Ninjask is a Bug/Flying type Pokémon introduced in Generation 3. It is known as the Ninja Pokémon.
Luxio	https://pokemondb.net/pokedex/luxio	Luxio is an Electric type Pokémon introduced in Generation 4. It is known as the Spark Pokémon.
Lunatone	https://pokemondb.net/pokedex/lunatone	Lunatone is a Rock/Psychic type Pokémon introduced in Generation 3. It is known as the Meteorite Pokémon.
Falinks	https://pokemondb.net/pokedex/falinks	Falinks is a Fighting type Pokémon introduced in Generation 8. It is known as the Formation Pokémon.
Whismur	https://pokemondb.net/pokedex/whismur	Whismur is a Normal type Pokémon introduced in Generation 3. It is known as the Whisper Pokémon.
Gogoat	https://pokemondb.net/pokedex/gogoat	Gogoat is a Grass type Pokémon introduced in Generation 6. It is known as the Mount Pokémon.
Palpitoad	https://pokemondb.net/pokedex/palpitoad	Palpitoad is a Water/Ground type Pokémon introduced in Generation 5. It is known as the Vibration Pokémon.
Zweilous	https://pokemondb.net/pokedex/zweilous	Zweilous is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Hostile Pokémon.
Spearow	https://pokemondb.net/pokedex/spearow	Spearow is a Normal/Flying type Pokémon introduced in Generation 1. It is known as the Tiny Bird Pokémon.
Cherubi	https://pokemondb.net/pokedex/cherubi	Cherubi is a Grass type Pokémon introduced in Generation 4. It is known as the Cherry Pokémon.
Skorupi	https://pokemondb.net/pokedex/skorupi	Skorupi is a Poison/Bug type Pokémon introduced in Generation 4. It is known as the Scorpion Pokémon.
Cottonee	https://pokemondb.net/pokedex/cottonee	Cottonee is a Grass/Fairy type Pokémon introduced in Generation 5. It is known as the Cotton Puff Pokémon.
Sinistea	https://pokemondb.net/pokedex/sinistea	Sinistea is a Ghost type Pokémon introduced in Generation 8. It is known as the Black Tea Pokémon.
Haxorus	https://pokemondb.net/pokedex/haxorus	Haxorus is a Dragon type Pokémon introduced in Generation 5. It is known as the Axe Jaw Pokémon.
Grapploct	https://pokemondb.net/pokedex/grapploct	Grapploct is a Fighting type Pokémon introduced in Generation 8. It is known as the Tantrum Pokémon.
Pidgeot	https://pokemondb.net/pokedex/pidgeot	Pidgeot is a Normal/Flying type Pokémon introduced in Generation 1. It is known as the Bird Pokémon.
Mew	https://pokemondb.net/pokedex/mew	Mew is a Psychic type Pokémon introduced in Generation 1. It is known as the New Species Pokémon.
Zygarde	https://pokemondb.net/pokedex/zygarde	Zygarde is a Dragon/Ground type Pokémon introduced in Generation 6. It is known as the Order Pokémon.
Scizor	https://pokemondb.net/pokedex/scizor	Scizor is a Bug/Steel type Pokémon introduced in Generation 2. It is known as the Pincer Pokémon.
Kecleon	https://pokemondb.net/pokedex/kecleon	Kecleon is a Normal type Pokémon introduced in Generation 3. It is known as the Color Swap Pokémon.
Purugly	https://pokemondb.net/pokedex/purugly	Purugly is a Normal type Pokémon introduced in Generation 4. It is known as the Tiger Cat Pokémon.
Shinx	https://pokemondb.net/pokedex/shinx	Shinx is an Electric type Pokémon introduced in Generation 4. It is known as the Flash Pokémon.
Giratina	https://pokemondb.net/pokedex/giratina	Giratina is a Ghost/Dragon type Pokémon introduced in Generation 4. It is known as the Renegade Pokémon.
Spewpa	https://pokemondb.net/pokedex/spewpa	Spewpa is a Bug type Pokémon introduced in Generation 6. It is known as the Scatterdust Pokémon.
Druddigon	https://pokemondb.net/pokedex/druddigon	Druddigon is a Dragon type Pokémon introduced in Generation 5. It is known as the Cave Pokémon.
Cubone	https://pokemondb.net/pokedex/cubone	Cubone is a Ground type Pokémon introduced in Generation 1. It is known as the Lonely Pokémon.
Grubbin	https://pokemondb.net/pokedex/grubbin	Grubbin is a Bug type Pokémon introduced in Generation 7. It is known as the Larva Pokémon.
Lillipup	https://pokemondb.net/pokedex/lillipup	Lillipup is a Normal type Pokémon introduced in Generation 5. It is known as the Puppy Pokémon.
Blacephalon	https://pokemondb.net/pokedex/blacephalon	Blacephalon is a Fire/Ghost type Pokémon introduced in Generation 7. It is known as the Fireworks Pokémon.
Poipole	https://pokemondb.net/pokedex/poipole	Poipole is a Poison type Pokémon introduced in Generation 7. It is known as the Poison Pin Pokémon.
Nidoqueen	https://pokemondb.net/pokedex/nidoqueen	Nidoqueen is a Poison/Ground type Pokémon introduced in Generation 1. It is known as the Drill Pokémon.
Rampardos	https://pokemondb.net/pokedex/rampardos	Rampardos is a Rock type Pokémon introduced in Generation 4. It is known as the Head Butt Pokémon.
Crabrawler	https://pokemondb.net/pokedex/crabrawler	Crabrawler is a Fighting type Pokémon introduced in Generation 7. It is known as the Boxing Pokémon.
Silcoon	https://pokemondb.net/pokedex/silcoon	Silcoon is a Bug type Pokémon introduced in Generation 3. It is known as the Cocoon Pokémon.
Buneary	https://pokemondb.net/pokedex/buneary	Buneary is a Normal type Pokémon introduced in Generation 4. It is known as the Rabbit Pokémon.
Voltorb	https://pokemondb.net/pokedex/voltorb	Voltorb is an Electric type Pokémon introduced in Generation 1. It is known as the Ball Pokémon.
Gabite	https://pokemondb.net/pokedex/gabite	Gabite is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Cave Pokémon.
Electabuzz	https://pokemondb.net/pokedex/electabuzz	Electabuzz is an Electric type Pokémon introduced in Generation 1. It is known as the Electric Pokémon.
Eelektrik	https://pokemondb.net/pokedex/eelektrik	Eelektrik is an Electric type Pokémon introduced in Generation 5. It is known as the EleFish Pokémon.
Venomoth	https://pokemondb.net/pokedex/venomoth	Venomoth is a Bug/Poison type Pokémon introduced in Generation 1. It is known as the Poison Moth Pokémon.
Pyukumuku	https://pokemondb.net/pokedex/pyukumuku	Pyukumuku is a Water type Pokémon introduced in Generation 7. It is known as the Sea Cucumber Pokémon.
Cufant	https://pokemondb.net/pokedex/cufant	Cufant is a Steel type Pokémon introduced in Generation 8. It is known as the Copperderm Pokémon.
Mandibuzz	https://pokemondb.net/pokedex/mandibuzz	Mandibuzz is a Dark/Flying type Pokémon introduced in Generation 5. It is known as the Bone Vulture Pokémon.
Turtonator	https://pokemondb.net/pokedex/turtonator	Turtonator is a Fire/Dragon type Pokémon introduced in Generation 7. It is known as the Blast Turtle Pokémon.
Oranguru	https://pokemondb.net/pokedex/oranguru	Oranguru is a Normal/Psychic type Pokémon introduced in Generation 7. It is known as the Sage Pokémon.
Snover	https://pokemondb.net/pokedex/snover	Snover is a Grass/Ice type Pokémon introduced in Generation 4. It is known as the Frost Tree Pokémon.
Grumpig	https://pokemondb.net/pokedex/grumpig	Grumpig is a Psychic type Pokémon introduced in Generation 3. It is known as the Manipulate Pokémon.
Garchomp	https://pokemondb.net/pokedex/garchomp	Garchomp is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Mach Pokémon.
Garbodor	https://pokemondb.net/pokedex/garbodor	Garbodor is a Poison type Pokémon introduced in Generation 5. It is known as the Trash Heap Pokémon.
Whimsicott	https://pokemondb.net/pokedex/whimsicott	Whimsicott is a Grass/Fairy type Pokémon introduced in Generation 5. It is known as the Windveiled Pokémon.
Hitmontop	https://pokemondb.net/pokedex/hitmontop	Hitmontop is a Fighting type Pokémon introduced in Generation 2. It is known as the Handstand Pokémon.
Stonjourner	https://pokemondb.net/pokedex/stonjourner	Stonjourner is a Rock type Pokémon introduced in Generation 8. It is known as the Big Rock Pokémon.
Rattata	https://pokemondb.net/pokedex/rattata	Rattata is a Normal type Pokémon introduced in Generation 1. It is known as the Mouse Pokémon.
Salamence	https://pokemondb.net/pokedex/salamence	Salamence is a Dragon/Flying type Pokémon introduced in Generation 3. It is known as the Dragon Pokémon.
Phanpy	https://pokemondb.net/pokedex/phanpy	Phanpy is a Ground type Pokémon introduced in Generation 2. It is known as the Long Nose Pokémon.
Barraskewda	https://pokemondb.net/pokedex/barraskewda	Barraskewda is a Water type Pokémon introduced in Generation 8. It is known as the Skewer Pokémon.
Kabutops	https://pokemondb.net/pokedex/kabutops	Kabutops is a Rock/Water type Pokémon introduced in Generation 1. It is known as the Shellfish Pokémon.
Torterra	https://pokemondb.net/pokedex/torterra	Torterra is a Grass/Ground type Pokémon introduced in Generation 4. It is known as the Continent Pokémon.
Carvanha	https://pokemondb.net/pokedex/carvanha	Carvanha is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Savage Pokémon.
Ariados	https://pokemondb.net/pokedex/ariados	Ariados is a Bug/Poison type Pokémon introduced in Generation 2. It is known as the Long Leg Pokémon.
Carkol	https://pokemondb.net/pokedex/carkol	Carkol is a Rock/Fire type Pokémon introduced in Generation 8. It is known as the Coal Pokémon.
Jellicent	https://pokemondb.net/pokedex/jellicent	Jellicent is a Water/Ghost type Pokémon introduced in Generation 5. It is known as the Floating Pokémon.
Glastrier	https://pokemondb.net/pokedex/glastrier	Glastrier is an Ice type Pokémon introduced in Generation 8. It is known as the Wild Horse Pokémon.
Rufflet	https://pokemondb.net/pokedex/rufflet	Rufflet is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Eaglet Pokémon.
Manectric	https://pokemondb.net/pokedex/manectric	Manectric is an Electric type Pokémon introduced in Generation 3. It is known as the Discharge Pokémon.
Grimmsnarl	https://pokemondb.net/pokedex/grimmsnarl	Grimmsnarl is a Dark/Fairy type Pokémon introduced in Generation 8. It is known as the Bulk Up Pokémon.
Aegislash	https://pokemondb.net/pokedex/aegislash	Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Royal Sword Pokémon.
Hippowdon	https://pokemondb.net/pokedex/hippowdon	Hippowdon is a Ground type Pokémon introduced in Generation 4. It is known as the Heavyweight Pokémon.
Pelipper	https://pokemondb.net/pokedex/pelipper	Pelipper is a Water/Flying type Pokémon introduced in Generation 3. It is known as the Water Bird Pokémon.
Archen	https://pokemondb.net/pokedex/archen	Archen is a Rock/Flying type Pokémon introduced in Generation 5. It is known as the First Bird Pokémon.
Dragapult	https://pokemondb.net/pokedex/dragapult	Dragapult is a Dragon/Ghost type Pokémon introduced in Generation 8. It is known as the Stealth Pokémon.
Tynamo	https://pokemondb.net/pokedex/tynamo	Tynamo is an Electric type Pokémon introduced in Generation 5. It is known as the EleFish Pokémon.
Ekans	https://pokemondb.net/pokedex/ekans	Ekans is a Poison type Pokémon introduced in Generation 1. It is known as the Snake Pokémon.
Clobbopus	https://pokemondb.net/pokedex/clobbopus	Clobbopus is a Fighting type Pokémon introduced in Generation 8. It is known as the Tantrum Pokémon.
Forretress	https://pokemondb.net/pokedex/forretress	Forretress is a Bug/Steel type Pokémon introduced in Generation 2. It is known as the Bagworm Pokémon.
Glaceon	https://pokemondb.net/pokedex/glaceon	Glaceon is an Ice type Pokémon introduced in Generation 4. It is known as the Fresh Snow Pokémon.
Combee	https://pokemondb.net/pokedex/combee	Combee is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Tiny Bee Pokémon.
Groudon	https://pokemondb.net/pokedex/groudon	Groudon is a Ground type Pokémon introduced in Generation 3. It is known as the Continent Pokémon.
Chesnaught	https://pokemondb.net/pokedex/chesnaught	Chesnaught is a Grass/Fighting type Pokémon introduced in Generation 6. It is known as the Spiny Armor Pokémon.
Floette	https://pokemondb.net/pokedex/floette	Floette is a Fairy type Pokémon introduced in Generation 6. It is known as the Single Bloom Pokémon.
Marshadow	https://pokemondb.net/pokedex/marshadow	Marshadow is a Fighting/Ghost type Pokémon introduced in Generation 7. It is known as the Gloomdweller Pokémon.
Shieldon	https://pokemondb.net/pokedex/shieldon	Shieldon is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Shield Pokémon.
Stoutland	https://pokemondb.net/pokedex/stoutland	Stoutland is a Normal type Pokémon introduced in Generation 5. It is known as the Big-Hearted Pokémon.
Chatot	https://pokemondb.net/pokedex/chatot	Chatot is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Music Note Pokémon.
Vikavolt	https://pokemondb.net/pokedex/vikavolt	Vikavolt is a Bug/Electric type Pokémon introduced in Generation 7. It is known as the Stag Beetle Pokémon.
Psyduck	https://pokemondb.net/pokedex/psyduck	Psyduck is a Water type Pokémon introduced in Generation 1. It is known as the Duck Pokémon.
Monferno	https://pokemondb.net/pokedex/monferno	Monferno is a Fire/Fighting type Pokémon introduced in Generation 4. It is known as the Playful Pokémon.
Cleffa	https://pokemondb.net/pokedex/cleffa	Cleffa is a Fairy type Pokémon introduced in Generation 2. It is known as the Star Shape Pokémon.
Vivillon	https://pokemondb.net/pokedex/vivillon	Vivillon is a Bug/Flying type Pokémon introduced in Generation 6. It is known as the Scale Pokémon.
Slakoth	https://pokemondb.net/pokedex/slakoth	Slakoth is a Normal type Pokémon introduced in Generation 3. It is known as the Slacker Pokémon.
Natu	https://pokemondb.net/pokedex/natu	Natu is a Psychic/Flying type Pokémon introduced in Generation 2. It is known as the Tiny Bird Pokémon.
Sandaconda	https://pokemondb.net/pokedex/sandaconda	Sandaconda is a Ground type Pokémon introduced in Generation 8. It is known as the Sand Snake Pokémon.
Hatenna	https://pokemondb.net/pokedex/hatenna	Hatenna is a Psychic type Pokémon introduced in Generation 8. It is known as the Calm Pokémon.
Sawsbuck	https://pokemondb.net/pokedex/sawsbuck	Sawsbuck is a Normal/Grass type Pokémon introduced in Generation 5. It is known as the Season Pokémon.
Ledian	https://pokemondb.net/pokedex/ledian	Ledian is a Bug/Flying type Pokémon introduced in Generation 2. It is known as the Five Star Pokémon.
Turtwig	https://pokemondb.net/pokedex/turtwig	Turtwig is a Grass type Pokémon introduced in Generation 4. It is known as the Tiny Leaf Pokémon.
Registeel	https://pokemondb.net/pokedex/registeel	Registeel is a Steel type Pokémon introduced in Generation 3. It is known as the Iron Pokémon.
Grimer	https://pokemondb.net/pokedex/grimer	Grimer is a Poison type Pokémon introduced in Generation 1. It is known as the Sludge Pokémon.
Nidoran?	https://pokemondb.net/pokedex/nidoran-m	Nidoran? is a Poison type Pokémon introduced in Generation 1. It is known as the Poison Pin Pokémon.
Mareep	https://pokemondb.net/pokedex/mareep	Mareep is an Electric type Pokémon introduced in Generation 2. It is known as the Wool Pokémon.
Aurorus	https://pokemondb.net/pokedex/aurorus	Aurorus is a Rock/Ice type Pokémon introduced in Generation 6. It is known as the Tundra Pokémon.
Gardevoir	https://pokemondb.net/pokedex/gardevoir	Gardevoir is a Psychic/Fairy type Pokémon introduced in Generation 3. It is known as the Embrace Pokémon.
Dewott	https://pokemondb.net/pokedex/dewott	Dewott is a Water type Pokémon introduced in Generation 5. It is known as the Discipline Pokémon.
Ferroseed	https://pokemondb.net/pokedex/ferroseed	Ferroseed is a Grass/Steel type Pokémon introduced in Generation 5. It is known as the Thorn Seed Pokémon.
Sandile	https://pokemondb.net/pokedex/sandile	Sandile is a Ground/Dark type Pokémon introduced in Generation 5. It is known as the Desert Croc Pokémon.
Politoed	https://pokemondb.net/pokedex/politoed	Politoed is a Water type Pokémon introduced in Generation 2. It is known as the Frog Pokémon.
Mismagius	https://pokemondb.net/pokedex/mismagius	Mismagius is a Ghost type Pokémon introduced in Generation 4. It is known as the Magical Pokémon.
Walrein	https://pokemondb.net/pokedex/walrein	Walrein is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Ice Break Pokémon.
Bisharp	https://pokemondb.net/pokedex/bisharp	Bisharp is a Dark/Steel type Pokémon introduced in Generation 5. It is known as the Sword Blade Pokémon.
Staraptor	https://pokemondb.net/pokedex/staraptor	Staraptor is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Predator Pokémon.
Mienshao	https://pokemondb.net/pokedex/mienshao	Mienshao is a Fighting type Pokémon introduced in Generation 5. It is known as the Martial Arts Pokémon.
Magmortar	https://pokemondb.net/pokedex/magmortar	Magmortar is a Fire type Pokémon introduced in Generation 4. It is known as the Blast Pokémon.
Caterpie	https://pokemondb.net/pokedex/caterpie	Caterpie is a Bug type Pokémon introduced in Generation 1. It is known as the Worm Pokémon.
Poliwrath	https://pokemondb.net/pokedex/poliwrath	Poliwrath is a Water/Fighting type Pokémon introduced in Generation 1. It is known as the Tadpole Pokémon.
Zarude	https://pokemondb.net/pokedex/zarude	Zarude is a Dark/Grass type Pokémon introduced in Generation 8. It is known as the Rogue Monkey Pokémon.
Ambipom	https://pokemondb.net/pokedex/ambipom	Ambipom is a Normal type Pokémon introduced in Generation 4. It is known as the Long Tail Pokémon.
Raticate	https://pokemondb.net/pokedex/raticate	Raticate is a Normal type Pokémon introduced in Generation 1. It is known as the Mouse Pokémon.
Skuntank	https://pokemondb.net/pokedex/skuntank	Skuntank is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Skunk Pokémon.
Kyogre	https://pokemondb.net/pokedex/kyogre	Kyogre is a Water type Pokémon introduced in Generation 3. It is known as the Sea Basin Pokémon.
Copperajah	https://pokemondb.net/pokedex/copperajah	Copperajah is a Steel type Pokémon introduced in Generation 8. It is known as the Copperderm Pokémon.
Vileplume	https://pokemondb.net/pokedex/vileplume	Vileplume is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Flower Pokémon.
Keldeo	https://pokemondb.net/pokedex/keldeo	Keldeo is a Water/Fighting type Pokémon introduced in Generation 5. It is known as the Colt Pokémon.
Cubchoo	https://pokemondb.net/pokedex/cubchoo	Cubchoo is an Ice type Pokémon introduced in Generation 5. It is known as the Chill Pokémon.
Cacturne	https://pokemondb.net/pokedex/cacturne	Cacturne is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Scarecrow Pokémon.
Munna	https://pokemondb.net/pokedex/munna	Munna is a Psychic type Pokémon introduced in Generation 5. It is known as the Dream Eater Pokémon.
Charjabug	https://pokemondb.net/pokedex/charjabug	Charjabug is a Bug/Electric type Pokémon introduced in Generation 7. It is known as the Battery Pokémon.
Herdier	https://pokemondb.net/pokedex/herdier	Herdier is a Normal type Pokémon introduced in Generation 5. It is known as the Loyal Dog Pokémon.
Naganadel	https://pokemondb.net/pokedex/naganadel	Naganadel is a Poison/Dragon type Pokémon introduced in Generation 7. It is known as the Poison Pin Pokémon.
Cradily	https://pokemondb.net/pokedex/cradily	Cradily is a Rock/Grass type Pokémon introduced in Generation 3. It is known as the Barnacle Pokémon.
Croagunk	https://pokemondb.net/pokedex/croagunk	Croagunk is a Poison/Fighting type Pokémon introduced in Generation 4. It is known as the Toxic Mouth Pokémon.
Dartrix	https://pokemondb.net/pokedex/dartrix	Dartrix is a Grass/Flying type Pokémon introduced in Generation 7. It is known as the Blade Quill Pokémon.
Torchic	https://pokemondb.net/pokedex/torchic	Torchic is a Fire type Pokémon introduced in Generation 3. It is known as the Chick Pokémon.
Archeops	https://pokemondb.net/pokedex/archeops	Archeops is a Rock/Flying type Pokémon introduced in Generation 5. It is known as the First Bird Pokémon.
Liepard	https://pokemondb.net/pokedex/liepard	Liepard is a Dark type Pokémon introduced in Generation 5. It is known as the Cruel Pokémon.
Spinda	https://pokemondb.net/pokedex/spinda	Spinda is a Normal type Pokémon introduced in Generation 3. It is known as the Spot Panda Pokémon.
Tyrunt	https://pokemondb.net/pokedex/tyrunt	Tyrunt is a Rock/Dragon type Pokémon introduced in Generation 6. It is known as the Royal Heir Pokémon.
Xatu	https://pokemondb.net/pokedex/xatu	Xatu is a Psychic/Flying type Pokémon introduced in Generation 2. It is known as the Mystic Pokémon.
Kingler	https://pokemondb.net/pokedex/kingler	Kingler is a Water type Pokémon introduced in Generation 1. It is known as the Pincer Pokémon.
Charizard	https://pokemondb.net/pokedex/charizard	Charizard is a Fire/Flying type Pokémon introduced in Generation 1. It is known as the Flame Pokémon.
Dugtrio	https://pokemondb.net/pokedex/dugtrio	Dugtrio is a Ground type Pokémon introduced in Generation 1. It is known as the Mole Pokémon.
Pincurchin	https://pokemondb.net/pokedex/pincurchin	Pincurchin is an Electric type Pokémon introduced in Generation 8. It is known as the Sea Urchin Pokémon.
Sobble	https://pokemondb.net/pokedex/sobble	Sobble is a Water type Pokémon introduced in Generation 8. It is known as the Water Lizard Pokémon.
Paras	https://pokemondb.net/pokedex/paras	Paras is a Bug/Grass type Pokémon introduced in Generation 1. It is known as the Mushroom Pokémon.
Coalossal	https://pokemondb.net/pokedex/coalossal	Coalossal is a Rock/Fire type Pokémon introduced in Generation 8. It is known as the Coal Pokémon.
Noivern	https://pokemondb.net/pokedex/noivern	Noivern is a Flying/Dragon type Pokémon introduced in Generation 6. It is known as the Sound Wave Pokémon.
Jigglypuff	https://pokemondb.net/pokedex/jigglypuff	Jigglypuff is a Normal/Fairy type Pokémon introduced in Generation 1. It is known as the Balloon Pokémon.
Gible	https://pokemondb.net/pokedex/gible	Gible is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Land Shark Pokémon.
Skarmory	https://pokemondb.net/pokedex/skarmory	Skarmory is a Steel/Flying type Pokémon introduced in Generation 2. It is known as the Armor Bird Pokémon.
Jynx	https://pokemondb.net/pokedex/jynx	Jynx is an Ice/Psychic type Pokémon introduced in Generation 1. It is known as the Human Shape Pokémon.
Miltank	https://pokemondb.net/pokedex/miltank	Miltank is a Normal type Pokémon introduced in Generation 2. It is known as the Milk Cow Pokémon.
Glameow	https://pokemondb.net/pokedex/glameow	Glameow is a Normal type Pokémon introduced in Generation 4. It is known as the Catty Pokémon.
Tapu Fini	https://pokemondb.net/pokedex/tapu-fini	Tapu Fini is a Water/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Swellow	https://pokemondb.net/pokedex/swellow	Swellow is a Normal/Flying type Pokémon introduced in Generation 3. It is known as the Swallow Pokémon.
Relicanth	https://pokemondb.net/pokedex/relicanth	Relicanth is a Water/Rock type Pokémon introduced in Generation 3. It is known as the Longevity Pokémon.
Flareon	https://pokemondb.net/pokedex/flareon	Flareon is a Fire type Pokémon introduced in Generation 1. It is known as the Flame Pokémon.
Leafeon	https://pokemondb.net/pokedex/leafeon	Leafeon is a Grass type Pokémon introduced in Generation 4. It is known as the Verdant Pokémon.
Cofagrigus	https://pokemondb.net/pokedex/cofagrigus	Cofagrigus is a Ghost type Pokémon introduced in Generation 5. It is known as the Coffin Pokémon.
Incineroar	https://pokemondb.net/pokedex/incineroar	Incineroar is a Fire/Dark type Pokémon introduced in Generation 7. It is known as the Heel Pokémon.
Cacnea	https://pokemondb.net/pokedex/cacnea	Cacnea is a Grass type Pokémon introduced in Generation 3. It is known as the Cactus Pokémon.
Weedle	https://pokemondb.net/pokedex/weedle	Weedle is a Bug/Poison type Pokémon introduced in Generation 1. It is known as the Hairy Bug Pokémon.
Cobalion	https://pokemondb.net/pokedex/cobalion	Cobalion is a Steel/Fighting type Pokémon introduced in Generation 5. It is known as the Iron Will Pokémon.
Skiddo	https://pokemondb.net/pokedex/skiddo	Skiddo is a Grass type Pokémon introduced in Generation 6. It is known as the Mount Pokémon.
Entei	https://pokemondb.net/pokedex/entei	Entei is a Fire type Pokémon introduced in Generation 2. It is known as the Volcano Pokémon.
Snubbull	https://pokemondb.net/pokedex/snubbull	Snubbull is a Fairy type Pokémon introduced in Generation 2. It is known as the Fairy Pokémon.
Dhelmise	https://pokemondb.net/pokedex/dhelmise	Dhelmise is a Ghost/Grass type Pokémon introduced in Generation 7. It is known as the Sea Creeper Pokémon.
Luxray	https://pokemondb.net/pokedex/luxray	Luxray is an Electric type Pokémon introduced in Generation 4. It is known as the Gleam Eyes Pokémon.
Sewaddle	https://pokemondb.net/pokedex/sewaddle	Sewaddle is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Sewing Pokémon.
Sliggoo	https://pokemondb.net/pokedex/sliggoo	Sliggoo is a Dragon type Pokémon introduced in Generation 6. It is known as the Soft Tissue Pokémon.
Pidgeotto	https://pokemondb.net/pokedex/pidgeotto	Pidgeotto is a Normal/Flying type Pokémon introduced in Generation 1. It is known as the Bird Pokémon.
Klink	https://pokemondb.net/pokedex/klink	Klink is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.
Mr. Rime	https://pokemondb.net/pokedex/mr-rime	Mr. Rime is an Ice/Psychic type Pokémon introduced in Generation 8. It is known as the Comedian Pokémon.
Riolu	https://pokemondb.net/pokedex/riolu	Riolu is a Fighting type Pokémon introduced in Generation 4. It is known as the Emanation Pokémon.
Aipom	https://pokemondb.net/pokedex/aipom	Aipom is a Normal type Pokémon introduced in Generation 2. It is known as the Long Tail Pokémon.
Alomomola	https://pokemondb.net/pokedex/alomomola	Alomomola is a Water type Pokémon introduced in Generation 5. It is known as the Caring Pokémon.
Linoone	https://pokemondb.net/pokedex/linoone	Linoone is a Normal type Pokémon introduced in Generation 3. It is known as the Rushing Pokémon.
Zangoose	https://pokemondb.net/pokedex/zangoose	Zangoose is a Normal type Pokémon introduced in Generation 3. It is known as the Cat Ferret Pokémon.
Pinsir	https://pokemondb.net/pokedex/pinsir	Pinsir is a Bug type Pokémon introduced in Generation 1. It is known as the Stag Beetle Pokémon.
Gastly	https://pokemondb.net/pokedex/gastly	Gastly is a Ghost/Poison type Pokémon introduced in Generation 1. It is known as the Gas Pokémon.
Calyrex	https://pokemondb.net/pokedex/calyrex	Calyrex is a Psychic/Grass type Pokémon introduced in Generation 8. It is known as the King Pokémon.
Vigoroth	https://pokemondb.net/pokedex/vigoroth	Vigoroth is a Normal type Pokémon introduced in Generation 3. It is known as the Wild Monkey Pokémon.
Ledyba	https://pokemondb.net/pokedex/ledyba	Ledyba is a Bug/Flying type Pokémon introduced in Generation 2. It is known as the Five Star Pokémon.
Blitzle	https://pokemondb.net/pokedex/blitzle	Blitzle is an Electric type Pokémon introduced in Generation 5. It is known as the Electrified Pokémon.
Shedinja	https://pokemondb.net/pokedex/shedinja	Shedinja is a Bug/Ghost type Pokémon introduced in Generation 3. It is known as the Shed Pokémon.
Umbreon	https://pokemondb.net/pokedex/umbreon	Umbreon is a Dark type Pokémon introduced in Generation 2. It is known as the Moonlight Pokémon.
Maractus	https://pokemondb.net/pokedex/maractus	Maractus is a Grass type Pokémon introduced in Generation 5. It is known as the Cactus Pokémon.
Bruxish	https://pokemondb.net/pokedex/bruxish	Bruxish is a Water/Psychic type Pokémon introduced in Generation 7. It is known as the Gnash Teeth Pokémon.
Swampert	https://pokemondb.net/pokedex/swampert	Swampert is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Mud Fish Pokémon.
Cresselia	https://pokemondb.net/pokedex/cresselia	Cresselia is a Psychic type Pokémon introduced in Generation 4. It is known as the Lunar Pokémon.
Axew	https://pokemondb.net/pokedex/axew	Axew is a Dragon type Pokémon introduced in Generation 5. It is known as the Tusk Pokémon.
Tapu Bulu	https://pokemondb.net/pokedex/tapu-bulu	Tapu Bulu is a Grass/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Flygon	https://pokemondb.net/pokedex/flygon	Flygon is a Ground/Dragon type Pokémon introduced in Generation 3. It is known as the Mystic Pokémon.
Tirtouga	https://pokemondb.net/pokedex/tirtouga	Tirtouga is a Water/Rock type Pokémon introduced in Generation 5. It is known as the Prototurtle Pokémon.
Whiscash	https://pokemondb.net/pokedex/whiscash	Whiscash is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Whiskers Pokémon.
Simipour	https://pokemondb.net/pokedex/simipour	Simipour is a Water type Pokémon introduced in Generation 5. It is known as the Geyser Pokémon.
Golem	https://pokemondb.net/pokedex/golem	Golem is a Rock/Ground type Pokémon introduced in Generation 1. It is known as the Megaton Pokémon.
Simisear	https://pokemondb.net/pokedex/simisear	Simisear is a Fire type Pokémon introduced in Generation 5. It is known as the Ember Pokémon.
